id,trigger,conditions,script,text,options,notes
nskr_kq_aliceStatusJob4Active,nskr_kqAliceStatus,nskr_quest kq is JOB4_ACTIVE,,"""Why are you still here? Get to work.""",,
nskr_kq_aliceStatusJob4Done,nskr_kqAliceStatus,nskr_quest kq is JOB4_DONE,,"""Did you complete the operational objectives?""",,
nskr_kq_aliceStatusJob5,nskr_kqAliceStatus,nskr_quest kq is JOB5_OFFERED,,"""Yes, there is something important. Go talk to Jack about it.""",,
nskr_kq_aliceStatusBar,nskr_kqAliceStatus,nskr_quest kq is JOB5_MEETING,,"""You should be heading to the bar. Do you always struggle with basic instructions?""",,
nskr_kq_aliceStatusLeads,nskr_kqAliceStatus,"nskr_quest kq is JOB5_DISKS
!nskr_quest kq flag JOB5_ALICE_TIP
!nskr_quest kq check allDisks",,"""Let's talk about the leads we have.""",,
nskr_kq_aliceStatusToldAll,nskr_kqAliceStatus,"nskr_quest kq is JOB5_DISKS CACHE_KNOWN CACHE_CLEARED CHIP_RECOVERED
nskr_quest kq flag JOB5_ALICE_TIP",,"""I already told you everything, get to work.""",,
nskr_kq_aliceStatusNewLead,nskr_kqAliceStatus,"nskr_quest kq is JOB5_DISKS
nskr_quest kq flag JOB5_JACK_TIP
nskr_quest kq flag JOB5_ALICE_TIP
!nskr_quest kq flag JOB5_ALICE_TIP2
nskr_quest kq check twoSatellites
!nskr_quest kq check allDisks",,"""There's something new we should discuss.""",,
nskr_kq_aliceStatusAllDisks,nskr_kqAliceStatus,"nskr_quest kq is JOB5_DISKS
nskr_quest kq check allDisks score:10",,"""I hear you have all the disks. Let's get to work then.""",,score:10 wins over nskr_kq_aliceStatusToldAll at JOB5_DISKS.
nskr_kq_aliceStatusCompleted,nskr_kqAliceStatus,nskr_quest kq is COMPLETED,,"""Sadly there's nothing new to report captain.""",,Not reachable while nskr_kq_hubChatOption hides the option at COMPLETED.
,,,,,,
nskr_kq_aliceOptReqSkip,nskr_kqAliceOptions,"nskr_quest kq is JOB4_WAITING
nskr_quest kq flag JOB4_WAIT_OVER
nskr_quest kq check job4Standing
!nskr_quest kq check job4Fleet","SetStoryOption nskr_kq_reqSkip 1 nskr_skipRequirement ui_char_spent_story_point ""Skipped quest reqs.""",,nskr_kq_reqSkip:I believe you'll find me more than capable.,
nskr_kq_aliceOptStorySkip,nskr_kqAliceOptions,"nskr_quest kq is JOB3_BRIEFING
nskr_quest kq check storySkipUnlocked","SetStoryOption nskr_kq_storySkip 5 nskr_skipStory ui_char_spent_story_point ""Skipped story.""",,"nskr_kq_storySkip:You are looking for the Cache and the UPC, right? I think I can help. (Skip story)",
nskr_kq_aliceOptStorySkipJob4,nskr_kqAliceOptions,"nskr_quest kq is JOB4_WAITING
nskr_quest kq flag JOB4_WAIT_OVER
nskr_quest kq check storySkipUnlocked","SetStoryOption nskr_kq_storySkip 5 nskr_skipStory ui_char_spent_story_point ""Skipped story.""",,"nskr_kq_storySkip:You are looking for the Cache and the UPC, right? I think I can help. (Skip story)",
nskr_kq_aliceOptJob3,nskr_kqAliceOptions,nskr_quest kq is JOB3_BRIEFING,,,nskr_kq_brief:Hostile Takeover,
nskr_kq_aliceOptJob3Report,nskr_kqAliceOptions,nskr_quest kq is JOB3_DONE,,,nskr_kq_brief:Hand over your AAR,
nskr_kq_aliceOptJob4,nskr_kqAliceOptions,"nskr_quest kq is JOB4_WAITING
nskr_quest kq flag JOB4_WAIT_OVER
nskr_quest kq check job4Standing
nskr_quest kq check job4Fleet",,,nskr_kq_brief:Operation Lifesaver,
nskr_kq_aliceOptJob4Report,nskr_kqAliceOptions,"nskr_quest kq is JOB4_DONE
!nskr_quest kq flag JOB4_FRIENDLY_HELPED",,,nskr_kq_brief:Hand over the fleets coordinates and your combat log,
nskr_kq_aliceOptJob4Helped,nskr_kqAliceOptions,"nskr_quest kq is JOB4_DONE
nskr_quest kq flag JOB4_FRIENDLY_HELPED",,,nskr_kq_brief:Hand over your operational report,
nskr_kq_aliceOptLeads,nskr_kqAliceOptions,"nskr_quest kq is JOB5_DISKS
!nskr_quest kq flag JOB5_ALICE_TIP
!nskr_quest kq check allDisks",,,"nskr_kq_brief:""Okay""",
nskr_kq_aliceOptNewLead,nskr_kqAliceOptions,"nskr_quest kq is JOB5_DISKS
nskr_quest kq flag JOB5_JACK_TIP
nskr_quest kq flag JOB5_ALICE_TIP
!nskr_quest kq flag JOB5_ALICE_TIP2
nskr_quest kq check twoSatellites
!nskr_quest kq check allDisks",,,nskr_kq_brief:Continue,
nskr_kq_aliceOptAllDisks,nskr_kqAliceOptions,"nskr_quest kq is JOB5_DISKS
nskr_quest kq check allDisks",,,nskr_kq_brief:Continue,
nskr_kq_aliceOptBack,nskr_kqAliceOptions,,SetShortcut nskr_kq_exit ESCAPE false,,nskr_kq_exit:Back,
,,,,,,
# Alice: job 3,,,,,,
nskr_kq_aliceJob3Brief,DialogOptionSelected,"$option == nskr_kq_brief
nskr_quest kq is JOB3_BRIEFING","nskr_quest kq do pickJob3Start
AddText ""\""Our intelligence has tracked down a Tri-Tachyon expedition on Enigma activity, said to leave from $nskr_kq_job3Market. We need you to figure out their destination and make sure that they don't make it back. Harsh I know, but we can't risk those fools at Tri-Tachyon getting ahead in this field.\""""
SetTextHighlights ""$nskr_kq_job3Market""
AddText ""\""I don't care how you do it, but the fleet must neutralized stealthily. This is sabotage, not a declaration of war.\""""
SetTextHighlights ""neutralized stealthily""
AddText ""She pauses, as if to check that you're still listening.""
AddText ""\""Of course, my reward will be $nskr_kq_job3Payout. Fair warning this mission is time sensitive, you have around 90 days until the fleet has completed its task, and we will have missed our mark. So prepare accordingly before starting this job.\""""
SetTextHighlights ""$nskr_kq_job3Payout"" ""this mission is time sensitive, you have around 90 days""
FireBest nskr_kqFleetDoubt
AddText ""\""I hope you won't disappoint me.\"" She looks impatient waiting for your response.""
SetShortcut nskr_kq_exit ESCAPE false",,"nskr_kq_confirm:Accept
nskr_kq_ask:""I have some questions.""
nskr_kq_exit:Back","Picks the job 3 start market where the old dialog did, before the text reads it."
nskr_kq_aliceJob3Accept,DialogOptionSelected,"$option == nskr_kq_confirm
nskr_quest kq is JOB3_BRIEFING","AddTextSmall ""Acquired log entry for Hostile Takeover"" gray
SetTextHighlights ""Hostile Takeover""
PlaySound ui_noise_static
nskr_quest kq advance JOB3_BRIEFING JOB3_ACTIVE
AddText ""\""Go get to work now.\"" The comm link is swiftly cut.""
SetShortcut nskr_kq_exit ESCAPE false",,nskr_kq_exit:Leave,
,,,,,,
nskr_kq_aliceJob3Report,DialogOptionSelected,"$option == nskr_kq_brief
nskr_quest kq is JOB3_DONE
!nskr_quest kq flag JOB3_FAILED","AddText ""She has a slight, but devious smile on her face.""
AddText ""\""Don't think I forgot about your payment.\""""","""This will set their efforts back for quite some time, giving us ample time to progress our own study of Enigma.""","nskr_kq_confirm:Continue
nskr_kq_ask:""I have some questions.""",
nskr_kq_aliceJob3Failed,DialogOptionSelected,"$option == nskr_kq_brief
nskr_quest kq is JOB3_DONE
nskr_quest kq flag JOB3_FAILED","AddText ""\""Don't even think you'll be getting paid for this.\""""
AddText ""She seems quite frustrated with you."" gray","""Let's hope they don't pull ahead in this race thanks to your little fuck up.""","nskr_kq_confirm:Continue
nskr_kq_ask:""I have some questions.""",
nskr_kq_aliceJob3Paid,DialogOptionSelected,"$option == nskr_kq_confirm
nskr_quest kq is JOB3_DONE
!nskr_quest kq flag JOB3_FAILED","AddText ""\""Oh, and there's a new modspec for you to test, go give it a spin.\""""
AddCredits 205000
AdjustRep kesteven 5
AdjustRepPerson nskr_researcher COOPERATIVE 10
nskr_quest kq do grantExchangePoints
AddTextSmall ""Acquired 50,000 exchange points"" gray
SetTextHighlights ""50,000 exchange points""
nskr_quest kq do grantModspec
PlaySound ui_rep_raise
nskr_quest kq advance JOB3_DONE JOB4_WAITING
SetShortcut nskr_kq_exit ESCAPE false","""I'm giving you some exchange points as a bonus. Don't forget to spend them.""",nskr_kq_exit:Leave,"AddCredits pays KestevenHubModule.STAGE3_PAYOUT; grantExchangePoints grants the 50,000 points the receipt names."
nskr_kq_aliceJob3Penalty,DialogOptionSelected,"$option == nskr_kq_confirm
nskr_quest kq is JOB3_DONE
nskr_quest kq flag JOB3_FAILED","AddText ""Okay, shes *really* frustrated with you."" gray
AdjustRep kesteven -5
AdjustRepPerson nskr_researcher VENGEFUL -10
PlaySound ui_rep_drop
nskr_quest kq advance JOB3_DONE JOB4_WAITING
SetShortcut nskr_kq_exit ESCAPE false","""Just be glad I'm not firing you on the spot.""",nskr_kq_exit:Leave,
,,,,,,
# Alice: job 4,,,,,,
nskr_kq_aliceJob4Brief,DialogOptionSelected,"$option == nskr_kq_brief
nskr_quest kq is JOB4_WAITING","nskr_quest kq do pickJob4FriendlyTarget
AddText ""She seems to finally have the right file open. \""As you know, it's very likely that something unusual has happened so prepare for the worst. Might be a good idea to grab some extra supplies and fuel in case they need emergency assistance.\""""
AddText ""\""Their task was to analyze suspected Enigma activity in $nskr_kq_job4Constellation constellation. Your job is to locate them, establish contact, and eliminate any existing threats in the area. Pay for the job is $nskr_kq_job4Payout\""""
SetTextHighlights ""$nskr_kq_job4Constellation constellation"" ""$nskr_kq_job4Payout""
FireBest nskr_kqAliceNicholasHint
FireBest nskr_kqFleetDoubt
AddText ""\""Are you able to help us captain?\"" She tries to measure your response.""
SetShortcut nskr_kq_exit ESCAPE false","""Our Special Operations fleet has gone silent for a worrying amount of time."" There is a hint of genuine worry on her face. ""We need you to go and find them, and then figure out what is going on."" She begins to mumble to herself while looking through various data projections. ""I hope they didn't lose *that* equipment. It would be a serious blow-back...""","nskr_kq_confirm:Accept
nskr_kq_ask:""I have some questions.""
nskr_kq_exit:Back","Picks the friendly fleet's location where the old dialog did, before the text reads it."
nskr_kq_aliceNicholasHint,nskr_kqAliceNicholasHint,nskr_quest kq check outpostExists,"SetTextHighlights ""$nskr_kq_outpostName""","""Oh, by the way, you should talk to Nicholas Antoine. He works in communications and is currently stationed at $nskr_kq_outpostName. He most likely has some more information.""",,
nskr_kq_aliceJob4Accept,DialogOptionSelected,"$option == nskr_kq_confirm
nskr_quest kq is JOB4_WAITING","AddTextSmall ""Acquired log entry for Operation Lifesaver"" gray
SetTextHighlights ""Operation Lifesaver""
PlaySound ui_noise_static
nskr_quest kq advance JOB4_WAITING JOB4_ACTIVE
AddText ""\""Lets hope for the best, captain.\"" She nods before cutting the comm link.""
SetShortcut nskr_kq_exit ESCAPE false",,nskr_kq_exit:Leave,
,,,,,,
nskr_kq_aliceJob4Report,DialogOptionSelected,"$option == nskr_kq_brief
nskr_quest kq is JOB4_DONE
!nskr_quest kq flag JOB4_FRIENDLY_HELPED","AddText ""\""Jack will handle sending the rescue fleet over to get the Operations fleet back home.\""""","""Ambushed by an Enigma strike group you say? Worrying. We were hoping their attacks would stay uncoordinated, but there is worrying trend of increased precision and purpose in their activity."" There is a bitter look on her face.","nskr_kq_confirm:Continue
nskr_kq_ask:""I have some questions.""",
nskr_kq_aliceJob4Helped,DialogOptionSelected,"$option == nskr_kq_brief
nskr_quest kq is JOB4_DONE
nskr_quest kq flag JOB4_FRIENDLY_HELPED","AddText ""\""I received a transmission from the Operations fleet that you managed to get them back to running order. Impressive initiative captain, competent people are a valued resource in this sector.\""""","""Ambushed by an Enigma strike group you say? Worrying, we were hoping their attacks would stay uncoordinated, but there is worrying trend of increased precision and purpose in their activity."" There is a puzzled look on her face.","nskr_kq_confirm:Continue
nskr_kq_ask:""I have some questions.""",
nskr_kq_aliceJob4Paid,DialogOptionSelected,"$option == nskr_kq_confirm
nskr_quest kq is JOB4_DONE
!nskr_quest kq flag JOB4_FRIENDLY_HELPED","AddText ""\""Oh- by the way come talk to me later if you want to readjust some of your ships back to standard specs.\""""
AddStoryPoints 1
AddCredits 285000
AdjustRep kesteven 5
AdjustRepPerson nskr_researcher COOPERATIVE 10
nskr_quest kq do grantModspec
PlaySound ui_rep_raise
nskr_quest kq advance JOB4_DONE JOB5_OFFERED
AddPotentialContact
AddTextSmall ""Increased contact level with Kesteven contacts"" gray
nskr_quest kq do raiseJackImportance
SetShortcut nskr_kq_exit ESCAPE false","""Here's the payment, as promised. A whole new modspec too for you to try, at least try to act grateful."" She smirks, it seems like she's joking, but it's hard to tell.",nskr_kq_exit:Leave,AddCredits pays KestevenHubModule.STAGE4_PAYOUT.
nskr_kq_aliceJob4PaidHelped,DialogOptionSelected,"$option == nskr_kq_confirm
nskr_quest kq is JOB4_DONE
nskr_quest kq flag JOB4_FRIENDLY_HELPED","AddText ""\""Also, there's the payment, as promised. And a whole new modspec too for you to try, at least try to act grateful.\"" She smirks, it seems like she's joking, but it's hard to tell.""
AddText ""\""Oh- by the way come talk to me later if you want to readjust some of your ships back to standard specs.\""""
AddStoryPoints 1
AddCredits 285000
AdjustRep kesteven 5
AdjustRepPerson nskr_researcher COOPERATIVE 10
nskr_quest kq do grantEpoch
nskr_quest kq do grantModspec
PlaySound ui_rep_raise
nskr_quest kq advance JOB4_DONE JOB5_OFFERED
AddPotentialContact
AddTextSmall ""Increased contact level with Kesteven contacts"" gray
nskr_quest kq do raiseJackImportance
SetShortcut nskr_kq_exit ESCAPE false","""You are receiving one of the prototype artifacts we managed to recover as a bonus. Treat it well, these are one of a kind.""",nskr_kq_exit:Leave,AddCredits pays KestevenHubModule.STAGE4_PAYOUT.
,,,,,,
# Alice: job 5,,,,,,
nskr_kq_aliceLeads,DialogOptionSelected,"$option == nskr_kq_brief
nskr_quest kq is JOB5_DISKS
$id == nskr_researcher
!nskr_quest kq flag JOB5_ALICE_TIP","nskr_quest kq do pickJob3Target
FireAll nskr_kqAliceLeadsLines
FireBest nskr_kqDelveUpdated
nskr_quest kq set JOB5_ALICE_TIP
SetShortcut nskr_kq_exit ESCAPE false",,nskr_kq_exit:Leave,"Picks the job 3 target where the old dialog did, before the lines read it."
nskr_kq_aliceLeadsBothSatellites,nskr_kqAliceLeadsLines,nskr_quest kq check twoSatellites,"AddText ""\""Efficient work captain.\""""","""Looks like you have both the known satellites covered, I can't help you much more. You should talk to Jack if you haven't already."" She nods approvingly.",,
nskr_kq_aliceLeadsJob3Satellite,nskr_kqAliceLeadsLines,"nskr_quest kq check oneSatellite
nskr_quest kq flag SATELLITE4_RECOVERED","FireBest nskr_kqAliceJob3Satellite
nskr_quest kq do markJob3Satellite","""As you know those old comm satellites are the target. ""She pauses to think for a second."" It must be that Tri-tachyon expedition was going after one, it has to be the one your looking for.""",,
nskr_kq_aliceLeadsJob4Satellite,nskr_kqAliceLeadsLines,"nskr_quest kq check oneSatellite
nskr_quest kq flag SATELLITE3_RECOVERED","FireBest nskr_kqAliceJob4Satellite
nskr_quest kq do markJob4Satellite","""As you know those old comm satellites are the target. The one our Special Operations fleet went after is the one your looking for.""",,
nskr_kq_aliceLeadsNoSatellite,nskr_kqAliceLeadsLines,nskr_quest kq check noSatellite,"FireBest nskr_kqAliceJob4Satellite
AddText ""\""The other satellite though...\"" She pauses to think for a second. \""It must be that, the Tri-Tachyon expedition was going after one.\""""
FireBest nskr_kqAliceJob3Satellite","""Remember what I said about the old comm satellites, those are your target. The one our Special Operations fleet went after should be the easiest one to locate.""",,
nskr_kq_aliceLeadsDisksLeft,nskr_kqAliceLeadsLines,"nskr_quest kq flag JOB5_JACK_TIP
!nskr_quest kq check disksOverTwo",FireBest nskr_kqDisksLeft,,,
nskr_kq_aliceLeadsDisksMore,nskr_kqAliceLeadsLines,"nskr_quest kq flag JOB5_JACK_TIP
nskr_quest kq check disksOverTwo",,"""As you know this is not all five disks. Come chat with me later about getting the rest too.""",,
nskr_kq_aliceLeadsRemind,nskr_kqAliceLeadsLines,!nskr_quest kq flag JOB5_JACK_TIP,,"""That's all for now captain. You should also talk to Jack if you haven't already.""",,
nskr_kq_aliceJob3SatelliteFound,nskr_kqAliceJob3Satellite,nskr_quest kq flag JOB3_TARGET_DISCOVERED,"SetTextHighlights ""$nskr_kq_job3TargetSystem""","""It was in the $nskr_kq_job3TargetSystem. Good thing you figured out where they were heading.""",,
nskr_kq_aliceJob3SatelliteIntercepted,nskr_kqAliceJob3Satellite,,"SetTextHighlights ""$nskr_kq_job3TargetSystem""","""Despite your efforts to screw this up, by not finding out where they were heading. We managed intercept its target from their comms. It was the $nskr_kq_job3TargetSystem."" Its likes she's lecturing a child.",,Fallback: the player did not find the target.
nskr_kq_aliceJob4Satellite,nskr_kqAliceJob4Satellite,,"SetTextHighlights ""$nskr_kq_job4TargetSystem""","""It was in the $nskr_kq_job4TargetSystem.""",,
,,,,,,
nskr_kq_aliceFrostTip,DialogOptionSelected,"$option == nskr_kq_brief
nskr_quest kq is JOB5_DISKS
$id == nskr_researcher
nskr_quest kq flag JOB5_JACK_TIP
nskr_quest kq flag JOB5_ALICE_TIP
!nskr_quest kq flag JOB5_ALICE_TIP2","nskr_quest kq do pickJob5FrostTip
AddText ""\""We have managed to get our hands on a fascinating new lead. Our comms team decrypted a message from the network, relating to a new system of interest.\""""
AddText ""\""The transcript talks of a tundra planet in a red dwarf class star system, with a special comms facility. Sadly we could not precisely locate, or name the system.\""""
SetTextHighlights ""tundra planet in a red dwarf class star system""
AddText ""\""Our current knowledge is that it's within $nskr_kq_frostTipDistance light-years of the $nskr_kq_frostTipConstellation. That's all we know for now, you should get to work straight away.\""""
SetTextHighlights ""$nskr_kq_frostTipDistance light-years"" ""$nskr_kq_frostTipConstellation""
AddText ""She eyes you up, to make sure that you actually listened to everything she said.""
FireBest nskr_kqDelveUpdated
nskr_quest kq set JOB5_ALICE_TIP2
nskr_quest kq do markGlacier
FireAll nskr_kqAliceFrostOptions","""Excellent, you managed to recover the disks from the satellites in one piece. Now for the next task at hand.""",,"Picks the system of the distance hint where the old dialog did, before the text reads it."
nskr_kq_aliceFrostGuess,nskr_kqAliceFrostOptions,nskr_quest kq check frostVisited,"AddText ""A red dwarf system related to Enigma? The $nskr_kq_frostName, it must be."" gray",,"nskr_kq_confirm:""It's the $nskr_kq_frostName.""",
nskr_kq_aliceFrostLeave,nskr_kqAliceFrostOptions,,SetShortcut nskr_kq_exit ESCAPE false,,nskr_kq_exit:Leave,
nskr_kq_aliceFrostFound,DialogOptionSelected,"$option == nskr_kq_confirm
nskr_quest kq is JOB5_DISKS
nskr_quest kq flag JOB5_JACK_TIP
nskr_quest kq flag JOB5_ALICE_TIP
!nskr_quest kq check allDisks","AddText ""\""I think you are right, impressive. Now find the tundra planet in the $nskr_kq_frostName ASAP.\""""
SetTextHighlights ""$nskr_kq_frostName""
PlaySound ui_rep_raise
FireBest nskr_kqDelveUpdated
nskr_quest kq set FROST_FOUND
SetShortcut nskr_kq_exit ESCAPE false","Alice pauses for a moment to think about what you said, and then proceeds to look up something on her datapad.",nskr_kq_exit:Leave,
